ID,Level,X Coordinate,Y Coordinate,Mode,Zone,Biome,Chroma,???
5593,11,21,27,Terrain,[DARK],43,Flow,39988
5594,10,31,18,Terrain,[MOON],44,Pulse,50974
5595,15,22,8,Terrain,Blushing,49,Flow,47269
5596,14,26,45,Terrain,Exduo,38,Flow,42409
5597,6,13,1,Terrain,Ender,30,Pulse,43300
5598,13,0,12,Terrain,Hypermage,60,Pulse,23840
5599,13,46,3,Terrain,Arc,34,Pulse,50878
5600,11,3,3,Terrain,[BLOOD],47,Flow,43502
5601,13,32,40,Terrain,Hypermage,56,Flow,47596
5602,13,18,32,Terrain,Arc,46,Pulse,16100
5603,15,13,19,Terrain,Venmon,33,Flow,21064
5604,16,11,4,Terrain,Ouallada,51,Flow,44710
5605,14,11,27,Terrain,Riso,42,Pulse,40364
5606,10,8,27,Terrain,[SEP],71,Flow,47121
5607,15,17,18,Terrain,Blushing,46,Pulse,36597
5608,14,43,45,Terrain,Exduo,24,Flow,22371
5609,14,7,36,Terrain,Holo,58,Pulse,29035
5610,14,25,10,Terrain,Hyphae,26,Pulse,51944
5611,13,9,18,Terrain,Nightrose,46,Flow,36405
5612,14,29,45,Terrain,Riso,29,Flow,53190
5613,14,38,36,Terrain,Shiro,27,Pulse,52445
5614,13,41,43,Terrain,Dynacrypts,57,Flow,18528
5615,14,12,24,Terrain,Riso,72,Pulse,40600
5616,14,47,45,Terrain,Riso,6,Flow,34078
5617,14,16,40,Terrain,Exduo,43,Hyper,48596
5618,10,16,15,Terrain,[MOON],89,Flow,51414
5619,3,1,1,Terrain,Kairo,26,Hyper,51218
5620,6,2,16,Terrain,Ender,46,Flow,48912
5621,14,35,0,Terrain,Hyphae,36,Flow,42520
5622,10,4,24,Terrain,[MOON],16,Pulse,53919
5623,6,0,10,Terrain,Angel,37,Flow,35006
5624,7,8,2,Terrain,Intro Forest,44,Flow,38705
5625,13,45,26,Terrain,Hypermage,49,Flow,39217
5626,13,1,30,Terrain,Arc,58,Flow,39725
5627,16,12,22,Terrain,Mould,55,Flow,36362
5628,14,12,22,Terrain,Mirage,41,Pulse,27396
5629,13,20,0,Terrain,Hypermage,3,Pulse,42732
5630,14,19,34,Terrain,Riso,51,Flow,25410
5631,8,6,1,Terrain,Cradle,60,Flow,45753
5632,14,12,27,Terrain,Exduo,28,Flow,27232
5633,14,34,2,Terrain,Riso,48,Flow,36624
5634,14,39,25,Terrain,Riso,6,Flow,53273
5635,16,23,7,Terrain,Treasure,61,Flow,40278
5636,10,17,14,Terrain,[MOON],58,Flow,48401
5637,13,26,37,Terrain,Nightrose,53,Flow,44357
5638,10,25,13,Terrain,[MOON],16,Flow,29883
5639,4,9,15,Terrain,Kairo,52,Flow,26451
5640,17,6,15,Terrain,Alto,48,Flow,51269
5641,8,2,3,Terrain,Promiselands,1,Hyper,53805
5642,7,13,5,Terrain,First Earth,18,Pulse,41096
5643,8,15,23,Terrain,Everglades,37,Pulse,41992
5644,14,25,27,Terrain,Riso,1,Flow,41242
5645,13,10,25,Terrain,Mecha,64,Flow,23045
5646,14,15,29,Terrain,Warp,75,Flow,34559
5647,13,28,39,Terrain,Nightrose,63,Flow,17473
5648,5,7,10,Terrain,Xleph,90,Flow,31646
5649,15,10,21,Terrain,Linosim,45,Flow,43023
5650,13,35,29,Terrain,Valeria,70,Flow,20674
5651,18,1,0,Terrain,Alto,64,Flow,47645
5652,7,16,13,Terrain,First Earth,7,Flow,50436
5653,13,44,13,Terrain,Nightrose,23,Flow,34407
5654,14,42,9,Terrain,Holo,58,Flow,52627
5655,15,16,6,Terrain,Pepo,62,Flow,19697
5656,13,22,18,Origin Daydream,Grove,24,Flow,31732
5657,13,9,6,Terrain,Hypermage,75,Pulse,50779
5658,13,36,26,Terrain,Aetherking,54,Pulse,53394
5659,14,27,41,Terrain,Mirage,58,Hyper,47009
5660,4,0,7,Terrain,Kairo,52,Pulse,48067
5661,11,5,14,Terrain,[BLOOD],47,Pulse,50169
5662,13,15,9,Terrain,Hypermage,32,Flow,38311
5663,12,14,7,Terrain,Palace,6,Flow,33901
5664,11,21,29,Terrain,[WEN],35,Flow,51845
5665,11,14,6,Terrain,[BOSS],4,Hyper,18605
5666,14,26,20,Terrain,Holo,33,Flow,39513
5667,14,3,39,Terrain,Holo,43,Flow,7394
5668,13,13,26,Terrain,Grove,55,Flow,45979
5669,13,37,18,Terrain,Arc,65,Flow,48961
5670,17,13,3,Terrain,Alto,60,Pulse,29115
5671,15,10,10,Terrain,Pepo,43,Flow,32974
5672,8,14,16,Terrain,Calyx,60,Flow,48074
5673,16,9,21,Terrain,Treasure,61,Flow,48795
5674,14,12,46,Terrain,Holo,23,Hyper,33885
5675,10,17,11,Terrain,[CUR2],51,Flow,53780
5676,17,5,13,Terrain,Alto,68,Flow,29587
5677,14,37,5,Terrain,Warp,60,Flow,35107
5678,11,15,5,Terrain,[BOSS],64,Flow,44095
5679,13,37,32,Terrain,Killscreen,35,Flow,46815
5680,14,5,2,Terrain,Riso,31,Flow,34418
5681,8,7,4,Terrain,Cradle,29,Pulse,37556
5682,6,9,9,Terrain,Rocket,23,Flow,37565
5683,7,3,1,Terrain,Zerinia,56,Hyper,38583
5684,13,33,10,Terrain,Hypermage,60,Flow,34550
5685,13,8,23,Terrain,Mecha,48,Pulse,51012
5686,4,3,7,Terrain,Kairo,56,Flow,48657
5687,7,6,6,Terrain,First Earth,44,Hyper,28915
5688,11,19,4,Terrain,[BOSS],65,Flow,29389
5689,14,0,38,Terrain,Mirage,33,Flow,32218
5690,14,2,1,Terrain,Hyphae,43,Pulse,45607
5691,10,31,5,Terrain,[NEON],87,Pulse,34251
5692,7,16,11,Terrain,First Earth,12,Pulse,50147
5693,16,8,10,Terrain,Uwo,25,Pulse,49721
5694,16,1,6,Terrain,Uwo,35,Flow,19807
5695,14,43,10,Terrain,Holo,66,Pulse,44354
5696,11,5,5,Terrain,[DARK],47,Hyper,31202
5697,13,10,40,Terrain,Mecha,38,Pulse,47858
5698,11,2,17,Terrain,[DARK],38,Flow,45218
5699,14,2,37,Terrain,Shiro,7,Flow,38933
5700,14,11,13,Terrain,Holo,45,Pulse,52576
5701,10,26,13,Terrain,[MOON],53,Pulse,47402
5702,13,11,12,Terrain,Hypermage,47,Flow,33127
5703,8,18,6,Terrain,Calyx,31,Pulse,36017
5704,10,26,9,Terrain,[NEON],83,Flow,19757
5705,9,12,8,Terrain,Aria,86,Pulse,50376
5706,5,15,4,Terrain,Royal,90,Flow,50391
5707,10,27,9,Terrain,[CUR2],16,Flow,23490
5708,11,4,1,Terrain,[WEN],12,Flow,51937
5709,13,15,22,Terrain,Grove,71,Flow,37682
5710,13,29,32,Terrain,Nightrose,56,Flow,37029
5711,11,15,17,Terrain,[HOME],29,Flow,43793
5712,11,30,15,Terrain,[DARK],83,Flow,44225
5713,15,21,13,Terrain,pfpfpfpbbx80,43,Flow,50095
5714,6,6,3,Terrain,Angel,16,Pulse,34809
5715,14,23,29,Terrain,Hyphae,48,Flow,31226
5716,13,5,20,Terrain,Grove,56,Pulse,52250
5717,14,40,1,Terrain,Riso,47,Flow,50220
5718,6,9,14,Terrain,Mori,38,Flow,49976
5719,8,0,0,Terrain,Promiselands,29,Flow,50662
5720,13,43,3,Terrain,Dynacrypts,51,Flow,45120
5721,11,2,30,Terrain,[BOSS],67,Flow,32507
5722,9,8,11,Terrain,Wastelands,87,Flow,49178
5723,14,28,28,Terrain,Hyphae,70,Flow,20089
5724,15,8,2,Terrain,Linosim,8,Flow,53881
5725,11,7,5,Terrain,[WEN],51,Pulse,24224
5726,14,41,47,Terrain,Riso,75,Flow,50750
5727,10,21,0,Terrain,[SEP],6,Pulse,51009
5728,13,44,22,Terrain,Hypermage,53,Pulse,43734
5729,17,7,0,Terrain,Alto,55,Flow,38082
5730,16,1,7,Terrain,Treasure,47,Pulse,15874
5731,13,26,3,Terraform,Mecha,57,Flow,15802
5732,14,24,16,Terrain,Holo,58,Hyper,34521
5733,6,14,4,Terrain,Toad,2,Flow,34509
5734,10,17,18,Terrain,[NEON],64,Flow,53203
5735,16,10,8,Terrain,Mould,45,Pulse,46684
5736,13,30,5,Terrain,Mecha,35,Flow,30132
5737,14,28,6,Terrain,Hyphae,34,Hyper,43518
5738,16,14,19,Terrain,Ouallada,67,Pulse,34535
5739,6,5,14,Terrain,Ender,37,Pulse,41815
5740,14,42,5,Terrain,Mirage,46,Flow,25969
5741,4,15,6,Terrain,Kairo,52,Flow,51504
5742,14,43,1,Terrain,Hyphae,21,Pulse,43311
5743,13,42,32,Terrain,Valeria,59,Pulse,41844
5744,11,1,9,Terrain,[DARK],50,Pulse,40183
5745,17,7,1,Terrain,Alto,61,Hyper,35473
5746,14,24,2,Terrain,Holo,30,Flow,24177
5747,6,22,10,Terrain,Toad,39,Pulse,50378
5748,7,8,3,Terrain,Zerinia,7,Flow,46832
5749,19,4,0,Terrain,Alto,91,Flow,51908
5750,7,12,2,Terrain,Mt Zuka,52,Pulse,49873
5751,14,32,8,Terrain,Holo,75,Pulse,37256
5752,17,8,12,Terrain,Alto,31,Flow,38358
5753,13,25,30,Daydream,Arc,67,Flow,25963
5754,8,0,7,Terrain,Calyx,37,Flow,28238
5755,12,11,4,Terrain,Palace,21,Flow,29070
5756,7,13,2,Terrain,Mt Zuka,43,Flow,52956
5757,14,29,37,Terrain,Holo,52,Flow,18640
5758,11,21,17,Terrain,[MENU],71,Hyper,50861
5759,10,27,25,Terrain,[SEP],1,Flow,36686
5760,4,11,3,Terrain,Kairo,54,Pulse,24004
5761,5,8,14,Terrain,Tetsu,86,Flow,36889
5762,14,43,37,Terrain,Shiro,5,Pulse,42274
5763,10,7,10,Terrain,[MOON],33,Hyper,30644
5764,13,38,47,Terrain,Aetherking,55,Hyper,25726
5765,10,8,21,Terrain,[YUNA],28,Flow,38005
5766,4,3,4,Terrain,Kairo,52,Flow,43995
5767,6,6,2,Terrain,Mori,23,Flow,26483
5768,15,19,17,Terrain,pfpfpfpbbx80,46,Flow,28247
5769,14,27,43,Terrain,Hyphae,49,Flow,48108
5770,14,12,42,Terrain,Shiro,7,Hyper,25103
5771,4,14,3,Terrain,Kairo,4,Pulse,47360
5772,7,3,5,Terrain,Mt Zuka,55,Flow,47217
5773,15,4,17,Terrain,Pepo,59,Flow,44743
5774,9,11,13,Terrain,Aria,7,Flow,18759
5775,14,4,16,Terrain,Mirage,28,Flow,38575
5776,13,46,9,Terrain,Arc,51,Pulse,29713
5777,7,5,2,Terrain,Zerinia,56,Flow,37008
5778,5,4,11,Terrain,Tetsu,84,Flow,46629
5779,14,39,7,Terrain,Exduo,52,Flow,36133
5780,15,3,3,Terrain,Linosim,71,Pulse,35971
5781,13,4,17,Terrain,Nightrose,69,Pulse,22822
5782,14,46,8,Terrain,Holo,56,Pulse,52490
5783,8,8,21,Terrain,Calyx,29,Pulse,47280
5784,14,10,21,Terrain,Holo,33,Flow,47498
5785,6,16,15,Terrain,Angel,33,Pulse,52566
5786,17,13,12,Terrain,Alto,44,Flow,50193
5787,16,16,5,Terrain,Mould,54,Pulse,33910
5788,12,5,10,Terrain,Palace,29,Flow,41724
5789,14,44,5,Terrain,Shiro,49,Hyper,37225
5790,6,4,3,Terrain,Mori,54,Flow,49203
5791,13,22,17,Terrain,Grove,80,Pulse,21634
5792,15,6,16,Terrain,Pepo,36,Hyper,53774
5793,13,45,14,Terrain,Grove,34,Pulse,36885
5794,4,0,5,Terrain,Kairo,57,Flow,39893
5795,14,2,14,Terrain,Exduo,56,Pulse,38879
5796,10,15,1,Terrain,[SEP],3,Flow,47454
5797,11,30,21,Terrain,[BLOOD],2,Hyper,43065
5798,14,16,32,Terrain,Radiant,29,Flow,22341
5799,8,18,8,Terrain,Akileaf,45,Flow,45380
5800,14,45,14,Terrain,Holo,3,Flow,48806
5801,19,2,5,Terrain,Alto,4,Flow,41780
5802,9,14,13,Terrain,Wastelands,89,Flow,43195
5803,8,1,5,Terrain,Everglades,52,Pulse,39627
5804,10,20,4,Terrain,[HYCA],32,Pulse,52028
5805,10,19,5,Terrain,[HYCA],31,Flow,46582
5806,14,38,40,Terrain,Holo,46,Pulse,23846
5807,13,17,47,Terrain,Hypermage,57,Pulse,36228
5808,13,13,40,Terrain,Mecha,58,Flow,44080
5809,9,2,1,Terrain,Wastelands,86,Flow,35201
5810,5,12,3,Daydream,Xleph,86,Pulse,19176
5811,16,22,12,Terrain,Mould,60,Flow,22215
5812,13,31,8,Terrain,Grove,53,Flow,20129
5813,8,18,11,Terrain,Kippsun,16,Hyper,50427
5814,9,15,7,Terrain,Wastelands,89,Hyper,42041
5815,14,34,3,Terrain,Exduo,52,Flow,44213
5816,14,28,7,Terrain,Hyphae,51,Flow,49469
5817,6,17,7,Terrain,Toad,42,Flow,31890
5818,5,6,7,Terrain,Xleph,91,Flow,35402
5819,14,20,5,Terrain,Holo,52,Flow,35616
5820,13,0,33,Terrain,Arc,54,Pulse,15815
5821,11,4,13,Terrain,[BLOOD],46,Flow,29113
5822,14,10,14,Terrain,Holo,48,Pulse,38988
5823,5,8,1,Terrain,Tetsu,91,Pulse,52399
5824,7,13,10,Terrain,First Earth,47,Flow,42291
5825,20,0,0,Terrain,Alto,34,Pulse,53179
5826,11,29,0,Terrain,[BLOOD],15,Flow,42809
5827,7,6,15,Terrain,Intro Forest,64,Flow,50425
5828,17,6,5,Terrain,Alto,4,Pulse,31833
5829,6,22,21,Terrain,Toad,39,Pulse,52079
5830,8,21,3,Terrain,Calyx,0,Hyper,49793
5831,14,18,35,Terrain,Exduo,44,Flow,34194
5832,14,5,24,Terrain,Shiro,37,Flow,36714
5833,14,7,23,Terrain,Holo,43,Flow,47558
5834,10,1,13,Terrain,[SEP],10,Pulse,35811
5835,16,17,5,Terrain,Ouallada,46,Flow,53964
5836,10,4,5,Terrain,[YUNA],5,Pulse,45477
5837,15,5,16,Terrain,Pepo,52,Hyper,42855
5838,14,22,7,Terrain,Holo,53,Flow,53210
5839,14,10,2,Terrain,Riso,5,Flow,52082
5840,11,18,6,Terrain,[MENU],49,Hyper,22231
5841,19,7,1,Terrain,Alto,14,Flow,52628
5842,16,0,12,Terrain,Greysunn,49,Flow,11741
5843,10,1,19,Terrain,[CUR2],35,Hyper,45683
5844,16,5,3,Terrain,Greysunn,9,Flow,47759
5845,15,22,22,Terrain,Pepo,38,Pulse,19478
5846,17,15,0,Terrain,Alto,6,Pulse,49456
5847,16,17,8,Terrain,Greysunn,4,Pulse,49858
5848,7,20,11,Terrain,Mt Zuka,53,Flow,26748
5849,11,9,30,Terrain,[MENU],69,Pulse,25090
5850,10,29,28,Terrain,[YUNA],55,Flow,30380
5851,15,9,22,Terrain,pfpfpfpbbx80,71,Hyper,37737
5852,14,22,5,Terrain,Holo,34,Pulse,35476
5853,15,9,7,Terrain,Avidana,45,Pulse,25733
5854,10,5,11,Terrain,[NOV],37,Pulse,50955
5855,14,3,18,Terrain,Mirage,51,Flow,47754
5856,17,11,15,Terrain,Alto,18,Flow,36774
5857,8,7,3,Terrain,Cradle,66,Flow,39462
5858,8,4,21,Terrain,Promiselands,36,Flow,37141
5859,8,21,5,Daydream,Kippsun,16,Flow,21400
5860,13,31,29,Terrain,Arc,6,Flow,41339
5861,4,8,6,Daydream,Kairo,56,Flow,23542
5862,14,15,11,Terrain,Holo,4,Pulse,36879
5863,9,9,7,Terrain,Wastelands,91,Flow,51015
5864,8,7,17,Terrain,Akileaf,61,Flow,51503
5865,7,21,23,Terrain,Zerinia,46,Pulse,41197
5866,10,14,3,Terrain,[YUNA],68,Flow,45195
5867,17,2,4,Terrain,Alto,74,Hyper,46587
5868,17,10,7,Terrain,Alto,6,Flow,47474
5869,17,6,3,Terrain,Alto,19,Flow,46512
5870,13,16,2,Terrain,Arc,31,Pulse,50155
5871,13,40,27,Terrain,Valeria,27,Pulse,53210
5872,16,1,18,Terrain,Blossom,52,Hyper,48370
5873,13,7,16,Terrain,Hypermage,28,Flow,36610
5874,13,38,27,Terrain,Killscreen,50,Flow,50064
5875,16,0,7,Terrain,Dread,51,Flow,36717
5876,15,21,19,Terrain,Antenna,53,Pulse,50320
5877,11,20,20,Terrain,[HOME],23,Flow,44676
5878,11,5,2,Terrain,[WEN],59,Hyper,45518
5879,13,13,27,Terrain,Grove,63,Hyper,49332
5880,8,1,21,Terrain,Promiselands,25,Flow,12634
5881,16,5,17,Terrain,Dread,52,Flow,23996
5882,11,25,5,Terrain,[MENU],86,Flow,30071
5883,13,34,44,Terrain,Dynacrypts,49,Hyper,5330
5884,10,10,1,Terrain,[HYCA],13,Flow,32644
5885,16,5,19,Terrain,Dread,5,Flow,35427
5886,9,3,14,Terrain,Wastelands,83,Pulse,39211
5887,10,27,29,Terrain,[YUNA],43,Pulse,31367
5888,10,6,24,Terrain,[MOON],0,Pulse,48064
5889,10,13,13,Terrain,[NEON],44,Hyper,37938
5890,9,9,0,Terrain,Wastelands,84,Pulse,37544
5891,13,27,26,Terrain,Nightrose,50,Flow,39372
5892,13,19,32,Terrain,Arc,38,Flow,9129
5893,14,25,19,Terrain,Holo,47,Hyper,43073
5894,10,0,18,Terrain,[NEON],0,Pulse,33280
5895,14,18,47,Terrain,Mirage,37,Flow,41290
5896,6,2,17,Terrain,Toad,42,Flow,42781
5897,14,30,43,Terrain,Mirage,44,Flow,46753
5898,13,15,20,Terrain,Grove,52,Flow,45105
5899,10,17,7,Terrain,[HYCA],87,Flow,39696
5900,13,35,27,Terrain,Dynacrypts,61,Flow,44818
5901,14,21,10,Terrain,Holo,40,Flow,49950
5902,11,26,28,Terrain,[DARK],90,Flow,23339
5903,13,31,22,Terrain,Grove,54,Flow,39019
5904,14,24,4,Terrain,Holo,43,Flow,46943
5905,6,17,19,Terrain,Ender,28,Pulse,46171
5906,10,8,29,Terrain,[SEP],67,Flow,28507
5907,13,13,37,Terrain,Mecha,66,Pulse,49323
5908,8,5,3,Terrain,Promiselands,9,Flow,22871
5909,13,2,40,Daydream,Mecha,56,Hyper,51404
5910,5,12,14,Terrain,Royal,56,Pulse,42872
5911,13,47,14,Terrain,Nightrose,36,Pulse,42261
5912,10,19,9,Daydream,[CUR2],15,Pulse,23038
5913,14,20,36,Terrain,Riso,34,Flow,40072
5914,13,35,31,Terrain,Dynacrypts,45,Flow,39605
5915,14,10,9,Terrain,Hyphae,80,Flow,29107
5916,8,12,16,Terrain,Akileaf,72,Flow,33035
5917,10,1,27,Terrain,[YUNA],1,Hyper,37507
5918,11,28,7,Terrain,[DARK],2,Flow,53708
5919,8,13,11,Terrain,Kippsun,39,Flow,37767
5920,14,33,1,Terrain,Hyphae,44,Flow,40207
5921,11,5,13,Terrain,[DARK],65,Hyper,44271
5922,11,14,20,Terrain,[WEN],55,Flow,52605
5923,10,10,0,Terrain,[HYCA],42,Pulse,47366
5924,10,15,17,Terrain,[MOON],88,Flow,35061
5925,14,46,17,Terrain,Holo,61,Hyper,45600
5926,14,32,25,Terrain,Exduo,30,Hyper,45330
5927,2,5,7,Terrain,Kairo,8,Flow,48575
5928,14,8,32,Terrain,Hyphae,33,Flow,31149
5929,10,9,8,Terrain,[MOON],69,Flow,42763
5930,13,15,26,Terrain,Nightrose,53,Pulse,45386
5931,13,47,30,Terrain,Nightrose,55,Flow,29825
5932,10,13,31,Terrain,[NOV],46,Hyper,38152
5933,13,26,40,Terrain,Hypermage,50,Flow,16822
5934,10,15,29,Terrain,[SEP],44,Pulse,49737
5935,13,9,4,Terrain,Hypermage,51,Flow,48894
5936,10,17,22,Terrain,[NEON],83,Flow,40157
5937,8,10,7,Terrain,Promiselands,60,Pulse,48975
5938,10,30,9,Terrain,[HYCA],19,Flow,47230
5939,14,29,47,Terrain,Riso,56,Hyper,45924
5940,14,14,6,Terrain,Mirage,45,Flow,51403
5941,5,8,11,Terrain,Xleph,33,Pulse,27340
5942,13,35,12,Terrain,Dynacrypts,49,Flow,30342
5943,14,28,11,Terrain,Warp,72,Flow,49849
5944,10,18,29,Terrain,[CUR2],5,Flow,41746
5945,6,0,4,Terrain,Ender,21,Hyper,37195
5946,6,16,8,Terrain,Ender,7,Flow,27042
5947,11,9,31,Daydream,[HOME],59,Pulse,22476
5948,14,42,43,Terrain,Hyphae,39,Flow,3468
5949,16,3,9,Terrain,Greysunn,58,Flow,25217
5950,13,47,46,Terrain,Arc,55,Flow,38778
5951,14,11,6,Terrain,Riso,49,Flow,41324
5952,16,1,22,Terrain,Uwo,60,Flow,47817
5953,11,13,1,Terrain,[MENU],60,Pulse,41864
5954,15,4,19,Terrain,Antenna,28,Flow,52449
5955,10,30,18,Terrain,[MOON],91,Flow,46397
5956,6,7,1,Terrain,Angel,2,Pulse,39454
5957,7,11,17,Terrain,Mt Zuka,56,Flow,39464
5958,12,11,11,Daydream,Muxtai X1,52,Flow,44323
5959,16,6,6,Terrain,Blossom,63,Flow,22027
5960,11,15,4,Terrain,[MENU],47,Flow,42995
5961,13,17,31,Terrain,Arc,2,Pulse,33157
5962,8,4,6,Terrain,Calyx,15,Pulse,35971
5963,11,22,9,Terrain,[BOSS],88,Flow,41941
5964,11,24,13,Terrain,[HOME],67,Flow,53336
5965,16,19,4,Terrain,Blossom,7,Flow,32509
5966,8,0,17,Terrain,Calyx,29,Flow,43840
5967,13,7,7,Terrain,Nightrose,47,Flow,35892
5968,8,11,2,Terrain,Calyx,26,Flow,53036
5969,14,6,37,Terrain,Holo,39,Flow,27919
5970,14,1,25,Terrain,Riso,25,Flow,46581
5971,6,9,1,Terrain,Bubble,3,Pulse,44485
5972,10,29,4,Terrain,[MOON],62,Flow,50589
5973,15,0,21,Terrain,Avidana,71,Flow,48549
5974,13,23,25,Terrain,Hypermage,70,Pulse,20250
5975,5,15,1,Terrain,Royal,87,Pulse,36337
5976,5,13,10,Terrain,Xleph,87,Flow,18083
5977,6,10,13,Terrain,Angel,12,Pulse,37908
5978,14,42,30,Terrain,Riso,68,Flow,45779
5979,13,43,43,Terrain,Arc,71,Flow,38804
5980,9,5,6,Terrain,Dhampir,72,Flow,49308
5981,11,9,9,Terrain,[MENU],50,Flow,42967
5982,13,36,4,Terrain,Nightrose,55,Pulse,51793
5983,13,43,27,Terrain,Arc,71,Pulse,51808
5984,13,14,9,Terrain,Hypermage,25,Pulse,37597
5985,13,1,18,Terrain,Nightrose,62,Flow,26737
5986,14,24,1,Terrain,Holo,35,Flow,22057
5987,13,24,10,Terrain,Mecha,58,Hyper,51467
5988,9,3,10,Terrain,Dhampir,88,Flow,53889
5989,7,19,12,Terrain,Jadeite,2,Pulse,27469
5990,2,7,2,Terrain,Kairo,91,Flow,49449
5991,10,12,8,Terrain,[SEP],57,Flow,49884
5992,2,6,7,Terrain,Kairo,72,Flow,33714
5993,14,18,17,Terrain,Riso,45,Pulse,34303
5994,10,16,29,Terrain,[YUNA],42,Flow,41751
5995,12,8,12,Terrain,Palace,14,Pulse,43898
5996,7,3,3,Terrain,Mt Zuka,0,Flow,48360
5997,11,16,1,Terrain,[HOME],59,Flow,18554
5998,14,46,4,Terrain,Holo,46,Flow,53825
5999,15,2,14,Daydream,Blushing,38,Pulse,20281
6000,7,9,8,Terrain,Jadeite,18,Flow,36637
6001,14,0,1,Terrain,Riso,75,Flow,41810
6002,13,5,16,Terraform,Hypermage,46,Flow,17258
6003,13,7,24,Terrain,Mecha,60,Hyper,52683
6004,7,11,23,Terrain,Mt Zuka,56,Flow,38098
6005,5,3,4,Terrain,Xleph,0,Flow,41961
6006,14,37,41,Terrain,Holo,58,Flow,37986
6007,14,47,11,Terrain,Holo,43,Flow,43336
6008,14,32,10,Terrain,Holo,26,Pulse,34660
6009,14,31,36,Terrain,Holo,24,Pulse,49817
6010,17,7,5,Terrain,Alto,25,Flow,41914
6011,13,1,38,Terrain,Mecha,9,Flow,37991
6012,13,13,2,Terrain,Dynacrypts,61,Flow,38635
6013,13,44,27,Terrain,Hypermage,71,Flow,44696
6014,6,11,5,Terrain,Rocket,72,Flow,40776
6015,11,9,23,Terrain,[BLOOD],70,Pulse,52487
6016,15,1,5,Terrain,Blushing,49,Hyper,32569
6017,14,5,12,Terrain,Exduo,1,Flow,49504
6018,13,18,41,Terrain,Arc,45,Flow,37968
6019,14,13,18,Terrain,Shiro,45,Flow,45001
6020,13,40,14,Terrain,Hypermage,65,Pulse,36172
6021,14,13,44,Terrain,Shiro,44,Hyper,52105
6022,13,17,30,Terrain,Arc,9,Pulse,38196
6023,10,21,18,Terrain,[YUNA],17,Flow,38306
6024,13,16,12,Terrain,Hypermage,72,Flow,42994
6025,7,16,10,Terrain,First Earth,45,Flow,29630
6026,17,15,6,Terrain,Alto,8,Pulse,49053
6027,4,9,3,Terrain,Kairo,52,Pulse,44796
6028,14,22,16,Terrain,Warp,48,Pulse,31698
6029,7,0,13,Terrain,Mt Zuka,32,Flow,44393
6030,14,2,44,Terrain,Mirage,43,Flow,52820
6031,6,13,6,Terrain,Toad,30,Pulse,46488
6032,13,9,17,Terrain,Nightrose,63,Pulse,47740
6033,15,17,1,Terrain,Avidana,7,Flow,47867
6034,8,8,18,Terrain,Calyx,65,Flow,53479
6035,10,30,6,Terrain,[NEON],65,Flow,19640
6036,13,5,35,Terrain,Mecha,65,Flow,36864
6037,8,12,8,Terrain,Everglades,27,Flow,34911
6038,15,14,13,Terrain,pfpfpfpbbx80,75,Pulse,36138
6039,15,18,6,Terrain,Linosim,35,Pulse,35573
6040,15,2,7,Terrain,Venmon,0,Flow,30783
6041,5,14,2,Terrain,Royal,89,Pulse,41092
6042,16,8,6,Terrain,Ouallada,7,Pulse,30858
6043,5,13,11,Terrain,Tetsu,91,Flow,29553
6044,14,4,5,Terrain,Exduo,32,Flow,35005
6045,13,20,41,Terrain,Dynacrypts,48,Pulse,32933
6046,13,29,15,Terrain,Hypermage,65,Pulse,51291
6047,14,4,26,Terrain,Hyphae,26,Flow,51331
6048,13,38,43,Terrain,Killscreen,39,Pulse,38653
6049,14,24,36,Terrain,Shiro,50,Flow,40191
6050,5,7,5,Terrain,Tetsu,86,Flow,21191
6051,14,17,19,Terrain,Exduo,35,Flow,31359
6052,15,21,20,Terrain,Antenna,45,Flow,52843
6053,13,20,28,Terrain,Dynacrypts,49,Pulse,22522
6054,8,21,19,Terrain,Everglades,6,Hyper,50614
6055,13,12,38,Terrain,Mecha,57,Hyper,33934
6056,15,8,12,Terrain,pfpfpfpbbx80,7,Flow,44926
6057,10,10,15,Terrain,[CUR2],49,Pulse,35781
6058,14,31,41,Terrain,Holo,58,Flow,51790
6059,13,2,1,Terrain,Hypermage,2,Flow,26904
6060,16,7,6,Terrain,Mould,24,Pulse,52652
6061,11,26,18,Terrain,[DARK],50,Pulse,20791
6062,11,2,1,Terrain,[DARK],42,Flow,34152
6063,7,12,22,Terrain,First Earth,46,Flow,50344
6064,13,24,21,Terrain,Mecha,70,Pulse,27886
6065,16,18,23,Terrain,Uwo,38,Flow,43258
6066,14,36,15,Terrain,Hyphae,72,Flow,33923
6067,14,13,23,Terrain,Riso,80,Pulse,38124
6068,10,20,9,Terrain,[CUR2],58,Flow,42694
6069,13,15,34,Terrain,Grove,59,Pulse,47792
6070,10,7,24,Terrain,[NOV],26,Flow,42537
6071,7,23,14,Terrain,Intro Forest,19,Flow,29634
6072,7,4,15,Terrain,Intro Forest,3,Flow,41662
6073,14,10,1,Terrain,Hyphae,57,Flow,52468
6074,9,8,7,Terrain,Aria,91,Flow,45281
6075,14,45,20,Terrain,Shiro,51,Hyper,52281
6076,7,11,9,Terrain,Jadeite,56,Pulse,41886
6077,11,10,8,Terrain,[BOSS],54,Flow,27069
6078,14,29,21,Terrain,Holo,2,Flow,22309
6079,9,10,13,Terrain,Aria,83,Flow,34588
6080,14,0,41,Terrain,Mirage,46,Flow,35043
